0.00000000,-0.98788420
0.00033400,-1.00558500
0.00066800,-1.00558500
0.00100200,-1.00558500
0.00133600,-0.98788420
0.00167000,-0.98788420
0.00200400,-1.00558500
0.00233800,-0.98788420
0.00267200,-1.00558500
0.00300600,-1.00558500
0.00334000,-1.00558500
0.00367400,-0.98788420
0.00400800,-1.00558500
0.00434200,-1.00558500
0.00467600,-0.98788420
0.00501000,-0.98788420
0.00534400,-1.00558500
0.00567800,-0.98788420
0.00601200,-1.00558500
0.00634600,-1.00558500
0.00668000,-1.00558500
0.00701400,-1.00558500
0.00734800,-1.00558500
0.00768200,-1.00558500
0.00801600,-1.00558500
0.00835000,-1.00558500
0.00868400,-0.98788420
0.00901800,-1.00558500
0.00935200,-1.00558500
0.00968600,-1.00558500
0.01002000,-0.98788420
0.01035400,-1.00558500
0.01068800,-1.00558500
0.01102200,-1.00558500
0.01135600,-0.98788420
0.01169000,-0.98788420
0.01202400,-1.00558500
0.01235800,-1.00558500
0.01269200,-1.00558500
0.01302600,-0.98788420
0.01336000,-1.00558500
0.01369400,-1.00558500
0.01402800,-1.00558500
0.01436200,-0.98788420
0.01469600,-1.00558500
0.01503000,-1.00558500
0.01536400,-0.98788420
0.01569800,-1.00558500
0.01603200,-1.00558500
0.01636600,-1.00558500
0.01670000,-1.00558500
0.01703400,-0.98788420
0.01736800,-1.00558500
0.01770200,-1.00558500
0.01803600,-0.98788420
0.01837000,-0.98788420
0.01870400,-1.00558500
0.01903800,-1.00558500
0.01937200,-1.00558500
0.01970600,-0.98788420
0.02004000,-1.00558500
0.02037400,-1.00558500
0.02070800,-1.00558500
0.02104200,-1.00558500
0.02137600,-1.00558500
0.02171000,-0.98788420
0.02204400,-1.00558500
0.02237800,-0.98788420
0.02271200,-1.00558500
0.02304600,-1.00558500
0.02338000,-0.98788420
0.02371400,-0.98788420
0.02404800,-1.00558500
0.02438200,-1.00558500
0.02471600,-0.98788420
0.02505000,-1.00558500
0.02538400,-1.00558500
0.02571800,-1.00558500
0.02605200,-0.98788420
0.02638600,-1.00558500
0.02672000,-0.98788420
0.02705400,-1.00558500
0.02738800,-0.98788420
0.02772200,-0.98788420
0.02805600,-0.98788420
0.02839000,-1.00558500
0.02872400,-1.00558500
0.02905800,-1.00558500
0.02939200,-1.00558500
0.02972600,-0.98788420
0.03006000,-1.00558500
0.03039400,-1.00558500
0.03072800,-0.98788420
0.03106200,-1.00558500
0.03139600,-0.98788420
0.03173000,-0.98788420
0.03206400,-1.00558500
0.03239800,-1.00558500
0.03273200,-0.98788420
0.03306600,-1.00558500
0.03340000,-1.00558500
0.03373400,-1.00558500
0.03406800,-1.00558500
0.03440200,-0.98788420
0.03473600,-0.98788420
0.03507000,-1.00558500
0.03540400,-1.00558500
0.03573800,-0.98788420
0.03607200,-1.00558500
0.03640600,-1.00558500
0.03674000,-1.00558500
