Time,Channel A
(s),(V)

0.05544400,-0.91708120
0.05577800,-0.91708120
0.05611200,-0.91708120
0.05644600,-0.91708120
0.05678000,-0.93478200
0.05711400,-0.91708120
0.05744800,-0.91708120
0.05778200,-0.91708120
0.05811600,-0.91708120
0.05845000,-0.91708120
0.05878400,-0.91708120
0.05911800,-0.91708120
0.05945200,-0.91708120
0.05978600,-0.91708120
0.06012000,-0.91708120
0.06045400,-0.91708120
0.06078800,-0.91708120
0.06112200,-0.89938040
0.06145600,-0.91708120
0.06179000,-0.89938040
0.06212400,-0.89938040
0.06245800,-0.89938040
0.06279200,-0.89938040
0.06312600,-0.89938040
0.06346000,-0.89938040
0.06379400,-0.89938040
0.06412800,-0.91708120
0.06446200,-0.89938040
0.06479600,-0.89938040
0.06513000,-0.89938040
0.06546400,-0.89938040
0.06579800,-0.89938040
0.06613200,-0.89938040
0.06646600,-0.89938040
0.06680000,-0.89938040
0.06713400,-0.89938040
0.06746800,-0.89938040
0.06780200,-0.89938040
0.06813600,-0.89938040
0.06847000,-0.89938040
0.06880400,-0.89938040
0.06913800,-0.89938040
0.06947200,-0.89938040
0.06980600,-0.88167970
0.07014000,-0.89938040
0.07047400,-0.88167970
0.07080800,-0.88167970
0.07114200,-0.88167970
0.07147600,-0.88167970
0.07181000,-0.89938040
0.07214400,-0.89938040
0.07247800,-0.88167970
0.07281200,-0.89938040
0.07314600,-0.88167970
0.07348000,-0.88167970
0.07381400,-0.88167970
0.07414800,-0.88167970
0.07448200,-0.88167970
0.07481600,-0.88167970
0.07515000,-0.88167970
0.07548400,-0.88167970
0.07581800,-0.88167970
0.07615200,-0.88167970
0.07648600,-0.88167970
0.07682000,-0.88167970
0.07715400,-0.88167970
0.07748800,-0.86397900
0.07782200,-0.88167970
0.07815600,-0.88167970
0.07849000,-0.86397900
0.07882400,-0.86397900
0.07915800,-0.88167970
0.07949200,-0.86397900
0.07982600,-0.86397900
0.08016000,-0.86397900
0.08049400,-0.88167970
0.08082800,-0.86397900
0.08116200,-0.86397900
0.08149600,-0.86397900
0.08183000,-0.86397900
0.08216400,-0.88167970
0.08249800,-0.86397900
0.08283200,-0.86397900
0.08316600,-0.86397900
0.08350000,-0.86397900
0.08383400,-0.86397900
0.08416800,-0.86397900
0.08450200,-0.86397900
0.08483600,-0.86397900
0.08517000,-0.86397900
0.08550400,-0.86397900
0.08583800,-0.86397900
0.08617200,-0.86397900
0.08650600,-0.86397900
0.08684000,-0.86397900
0.08717400,-0.86397900
0.08750800,-0.86397900
0.08784200,-0.86397900
0.08817600,-0.86397900
0.08851000,-0.86397900
0.08884400,-0.86397900
0.08917800,-0.86397900
0.08951200,-0.86397900
0.08984600,-0.84627830
0.09018000,-0.84627830
0.09051400,-0.86397900
0.09084800,-0.84627830
0.09118200,-0.86397900
0.09151600,-0.86397900
0.09185000,-0.84627830
0.09218400,-0.84627830
0.09251800,-0.86397900
0.09285200,-0.86397900
0.09318600,-0.82857750
0.09352000,-0.86397900
0.09385400,-0.84627830
0.09418800,-0.84627830
0.09452200,-0.84627830
0.09485600,-0.84627830
0.09519000,-0.84627830
0.09552400,-0.84627830
0.09585800,-0.84627830
0.09619200,-0.84627830
0.09652600,-0.84627830
0.09686000,-0.84627830
0.09719400,-0.82857750
0.09752800,-0.82857750
0.09786200,-0.84627830
0.09819600,-0.84627830
0.09853000,-0.84627830
0.09886400,-0.82857750
0.09919800,-0.82857750
0.09953200,-0.84627830
0.09986600,-0.82857750
0.10020000,-0.82857750
0.10053400,-0.82857750
0.10086800,-0.82857750
0.10120200,-0.82857750
0.10153600,-0.82857750
0.10187000,-0.82857750
0.10220400,-0.82857750
0.10253800,-0.82857750
0.10287200,-0.82857750
0.10320600,-0.82857750
0.10354000,-0.82857750
0.10387400,-0.82857750
0.10420800,-0.82857750
0.10454200,-0.82857750
0.10487600,-0.81087680
0.10521000,-0.82857750
0.10554400,-0.82857750
0.10587800,-0.82857750
0.10621200,-0.81087680
0.10654600,-0.82857750
0.10688000,-0.81087680
0.10721400,-0.82857750
0.10754800,-0.81087680
0.10788200,-0.81087680
0.10821600,-0.81087680
0.10855000,-0.81087680
0.10888400,-0.81087680
0.10921800,-0.81087680
0.10955200,-0.81087680
0.10988600,-0.81087680
0.11022000,-0.81087680
0.11055400,-0.81087680
0.11088800,-0.81087680
0.11122200,-0.81087680
0.11155600,-0.81087680
0.11189000,-0.81087680
0.11222400,-0.81087680
0.11255800,-0.81087680
0.11289200,-0.81087680
0.11322600,-0.79317610
0.11356000,-0.81087680
0.11389400,-0.81087680
0.11422800,-0.81087680
0.11456200,-0.81087680
0.11489600,-0.81087680
0.11523000,-0.81087680
0.11556400,-0.81087680
0.11589800,-0.81087680
0.11623200,-0.81087680
0.11656600,-0.79317610
0.11690000,-0.79317610
0.11723400,-0.79317610
0.11756800,-0.81087680
0.11790200,-0.81087680
0.11823600,-0.79317610
0.11857000,-0.79317610
0.11890400,-0.79317610
0.11923800,-0.81087680
0.11957200,-0.79317610
0.11990600,-0.79317610
0.12024000,-0.79317610
0.12057400,-0.79317610
0.12090800,-0.79317610
0.12124200,-0.79317610
0.12157600,-0.79317610
0.12191000,-0.79317610
0.12224400,-0.79317610
0.12257800,-0.79317610
0.12291200,-0.79317610
0.12324600,-0.79317610
0.12358000,-0.79317610
0.12391400,-0.79317610
0.12424800,-0.79317610
0.12458200,-0.79317610
0.12491600,-0.79317610
0.12525000,-0.77547530
0.12558400,-0.77547530
0.12591800,-0.79317610
0.12625200,-0.77547530
0.12658600,-0.77547530
0.12692000,-0.79317610
0.12725400,-0.77547530
0.12758800,-0.77547530
0.12792200,-0.79317610
0.12825600,-0.79317610
0.12859000,-0.77547530
0.12892400,-0.77547530
0.12925800,-0.77547530
0.12959200,-0.77547530
0.12992600,-0.77547530
0.13026000,-0.77547530
0.13059400,-0.75777460
0.13092800,-0.77547530
0.13126200,-0.77547530
0.13159600,-0.77547530
0.13193000,-0.77547530
0.13226400,-0.75777460
0.13259800,-0.75777460
0.13293200,-0.75777460
0.13326600,-0.75777460
0.13360000,-0.77547530
0.13393400,-0.75777460
0.13426800,-0.75777460
0.13460200,-0.77547530
0.13493600,-0.75777460
0.13527000,-0.75777460
0.13560400,-0.75777460
0.13593800,-0.75777460
0.13627200,-0.75777460
0.13660600,-0.75777460
0.13694000,-0.75777460
0.13727400,-0.75777460
0.13760800,-0.75777460
0.13794200,-0.75777460
0.13827600,-0.75777460
0.13861000,-0.75777460
0.13894400,-0.75777460
0.13927800,-0.75777460
0.13961200,-0.75777460
0.13994600,-0.75777460
0.14028000,-0.74007390
0.14061400,-0.75777460
0.14094800,-0.75777460
0.14128200,-0.75777460
0.14161600,-0.74007390
0.14195000,-0.74007390
0.14228400,-0.74007390
0.14261800,-0.75777460
0.14295200,-0.75777460
0.14328600,-0.74007390
0.14362000,-0.74007390
0.14395400,-0.74007390
0.14428800,-0.74007390
0.14462200,-0.74007390
0.14495600,-0.74007390
0.14529000,-0.74007390
0.14562400,-0.74007390
0.14595800,-0.74007390
0.14629200,-0.74007390
0.14662600,-0.74007390
0.14696000,-0.74007390
0.14729400,-0.74007390
0.14762800,-0.74007390
0.14796200,-0.74007390
0.14829600,-0.74007390
0.14863000,-0.74007390
0.14896400,-0.74007390
0.14929801,-0.74007390
0.14963201,-0.72237310
0.14996601,-0.74007390
0.15030001,-0.74007390
0.15063401,-0.72237310
0.15096801,-0.74007390
0.15130201,-0.74007390
0.15163601,-0.74007390
0.15197001,-0.72237310
0.15230401,-0.72237310
0.15263801,-0.72237310
0.15297201,-0.72237310
0.15330601,-0.72237310
0.15364001,-0.72237310
0.15397401,-0.72237310
0.15430801,-0.72237310
0.15464201,-0.72237310
0.15497601,-0.72237310
0.15531001,-0.72237310
0.15564401,-0.74007390
0.15597801,-0.72237310
0.15631201,-0.72237310
0.15664601,-0.72237310
0.15698001,-0.72237310
0.15731401,-0.72237310
0.15764801,-0.72237310
0.15798201,-0.72237310
0.15831601,-0.70467240
0.15865001,-0.72237310
0.15898401,-0.72237310
0.15931801,-0.72237310
0.15965201,-0.72237310
0.15998601,-0.72237310
0.16032001,-0.72237310
0.16065401,-0.70467240
0.16098801,-0.70467240
0.16132201,-0.72237310
0.16165601,-0.72237310
0.16199001,-0.72237310
0.16232401,-0.70467240
0.16265801,-0.70467240
0.16299201,-0.72237310
0.16332601,-0.72237310
0.16366001,-0.72237310
0.16399401,-0.70467240
0.16432801,-0.70467240
0.16466201,-0.70467240
0.16499601,-0.70467240
0.16533001,-0.70467240
0.16566401,-0.70467240
0.16599801,-0.70467240
0.16633201,-0.70467240
0.16666601,-0.70467240
0.16700001,-0.70467240
0.16733401,-0.70467240
0.16766801,-0.70467240
0.16800201,-0.68697170
0.16833601,-0.70467240
0.16867001,-0.70467240
0.16900401,-0.68697170
0.16933801,-0.68697170
0.16967201,-0.68697170
0.17000601,-0.70467240
0.17034001,-0.68697170
0.17067401,-0.68697170
0.17100801,-0.68697170
0.17134201,-0.70467240
0.17167601,-0.68697170
0.17201001,-0.68697170
0.17234401,-0.68697170
0.17267801,-0.68697170
0.17301201,-0.68697170
0.17334601,-0.68697170
0.17368001,-0.68697170
0.17401401,-0.68697170
0.17434801,-0.68697170
0.17468201,-0.68697170
0.17501601,-0.68697170
0.17535001,-0.68697170
0.17568401,-0.68697170
0.17601801,-0.68697170
0.17635201,-0.66927090
0.17668601,-0.68697170
0.17702001,-0.66927090
0.17735401,-0.68697170
0.17768801,-0.68697170
0.17802201,-0.66927090
0.17835601,-0.66927090
0.17869001,-0.68697170
0.17902401,-0.68697170
0.17935801,-0.66927090
0.17969201,-0.66927090
0.18002601,-0.66927090
0.18036001,-0.66927090
0.18069401,-0.66927090
0.18102801,-0.66927090
0.18136201,-0.66927090
0.18169601,-0.66927090
0.18203001,-0.66927090
0.18236401,-0.66927090
0.18269801,-0.66927090
0.18303201,-0.66927090
0.18336601,-0.66927090
0.18370001,-0.66927090
0.18403401,-0.66927090
0.18436801,-0.66927090
0.18470201,-0.66927090
0.18503601,-0.66927090
0.18537001,-0.66927090
0.18570401,-0.66927090
0.18603801,-0.66927090
0.18637201,-0.66927090
0.18670601,-0.66927090
0.18704001,-0.65157020
0.18737401,-0.66927090
0.18770801,-0.65157020
0.18804201,-0.66927090
0.18837601,-0.66927090
0.18871001,-0.65157020
0.18904401,-0.66927090
0.18937801,-0.65157020
0.18971201,-0.65157020
0.19004601,-0.65157020
0.19038001,-0.65157020
0.19071401,-0.65157020
0.19104801,-0.65157020
0.19138201,-0.65157020
0.19171601,-0.65157020
0.19205001,-0.65157020
0.19238401,-0.65157020
0.19271801,-0.65157020
0.19305201,-0.65157020
0.19338601,-0.65157020
0.19372001,-0.65157020
0.19405401,-0.65157020
0.19438801,-0.65157020
0.19472201,-0.65157020
0.19505601,-0.65157020
0.19539001,-0.65157020
0.19572401,-0.65157020
0.19605801,-0.65157020
0.19639201,-0.65157020
0.19672601,-0.63393050
0.19706001,-0.65157020
0.19739401,-0.65157020
0.19772801,-0.65157020
0.19806201,-0.65157020
0.19839601,-0.65157020
0.19873001,-0.65157020
0.19906401,-0.65157020
0.19939801,-0.63393050
0.19973201,-0.63393050
0.20006601,-0.63393050
0.20040001,-0.63393050
0.20073401,-0.63393050
0.20106801,-0.65157020
0.20140201,-0.63393050
0.20173601,-0.63393050
0.20207001,-0.65157020
0.20240401,-0.65157020
0.20273801,-0.63393050
0.20307201,-0.63393050
0.20340601,-0.63393050
0.20374001,-0.63393050
0.20407401,-0.63393050
0.20440801,-0.61622980
0.20474201,-0.63393050
0.20507601,-0.63393050
0.20541001,-0.63393050
0.20574401,-0.61622980
0.20607801,-0.61622980
0.20641201,-0.61622980
0.20674601,-0.63393050
0.20708001,-0.63393050
0.20741401,-0.61622980
0.20774801,-0.61622980
0.20808201,-0.61622980
0.20841601,-0.61622980
0.20875001,-0.61622980
0.20908401,-0.61622980
0.20941801,-0.61622980
0.20975201,-0.61622980
0.21008601,-0.61622980
0.21042001,-0.61622980
0.21075401,-0.61622980
0.21108801,-0.61622980
0.21142201,-0.59852900
0.21175601,-0.61622980
0.21209001,-0.61622980
0.21242401,-0.61622980
0.21275801,-0.59852900
0.21309201,-0.59852900
0.21342601,-0.61622980
0.21376001,-0.59852900
0.21409401,-0.61622980
0.21442801,-0.61622980
0.21476201,-0.61622980
0.21509601,-0.61622980
0.21543001,-0.59852900
0.21576401,-0.59852900
0.21609801,-0.59852900
0.21643201,-0.59852900
0.21676601,-0.59852900
0.21710001,-0.59852900
0.21743401,-0.59852900
0.21776801,-0.59852900
0.21810201,-0.59852900
0.21843601,-0.59852900
0.21877001,-0.59852900
0.21910401,-0.59852900
0.21943801,-0.58082820
0.21977201,-0.59852900
0.22010601,-0.59852900
0.22044001,-0.59852900
0.22077401,-0.59852900
0.22110801,-0.59852900
0.22144201,-0.59852900
0.22177601,-0.59852900
0.22211001,-0.59852900
0.22244401,-0.58082820
0.22277801,-0.59852900
0.22311201,-0.58082820
0.22344601,-0.58082820
0.22378001,-0.58082820
0.22411401,-0.58082820
0.22444801,-0.58082820
0.22478201,-0.58082820
0.22511601,-0.58082820
0.22545001,-0.59852900
0.22578401,-0.58082820
0.22611801,-0.58082820
0.22645201,-0.59852900
0.22678601,-0.58082820
0.22712001,-0.58082820
0.22745401,-0.58082820
0.22778801,-0.58082820
0.22812201,-0.58082820
0.22845601,-0.58082820
0.22879001,-0.58082820
0.22912401,-0.58082820
0.22945801,-0.58082820
0.22979201,-0.58082820
0.23012601,-0.58082820
0.23046001,-0.58082820
0.23079401,-0.58082820
0.23112801,-0.58082820
0.23146201,-0.58082820
0.23179601,-0.58082820
0.23213001,-0.56312750
0.23246401,-0.58082820
0.23279801,-0.58082820
0.23313201,-0.58082820
0.23346601,-0.58082820
0.23380001,-0.58082820
0.23413401,-0.58082820
0.23446801,-0.58082820
0.23480201,-0.56312750
0.23513601,-0.56312750
0.23547001,-0.58082820
0.23580401,-0.56312750
0.23613801,-0.56312750
0.23647201,-0.56312750
0.23680601,-0.56312750
0.23714001,-0.58082820
0.23747401,-0.56312750
0.23780801,-0.56312750
0.23814201,-0.56312750
0.23847601,-0.56312750
0.23881001,-0.54542680
0.23914401,-0.54542680
0.23947801,-0.56312750
0.23981201,-0.54542680
0.24014601,-0.56312750
0.24048001,-0.54542680
0.24081401,-0.54542680
0.24114801,-0.56312750
0.24148201,-0.54542680
0.24181601,-0.56312750
0.24215001,-0.54542680
0.24248401,-0.54542680
0.24281801,-0.52772610
0.24315201,-0.54542680
0.24348601,-0.54542680
0.24382001,-0.54542680
0.24415401,-0.54542680
0.24448801,-0.54542680
0.24482201,-0.54542680
0.24515601,-0.54542680
0.24549001,-0.54542680
0.24582401,-0.54542680
0.24615801,-0.54542680
0.24649201,-0.54542680
0.24682601,-0.54542680
0.24716001,-0.54542680
0.24749401,-0.52772610
0.24782801,-0.54542680
0.24816201,-0.52772610
0.24849601,-0.52772610
0.24883001,-0.52772610
0.24916401,-0.52772610
0.24949801,-0.52772610
0.24983201,-0.54542680
0.25016601,-0.54542680
0.25050001,-0.54542680
0.25083401,-0.52772610
0.25116801,-0.52772610
0.25150201,-0.52772610
0.25183601,-0.52772610
0.25217001,-0.52772610
0.25250401,-0.52772610
0.25283801,-0.52772610
0.25317201,-0.52772610
0.25350601,-0.52772610
0.25384001,-0.52772610
0.25417401,-0.52772610
0.25450801,-0.52772610
0.25484201,-0.52772610
0.25517601,-0.52772610
0.25551001,-0.51002530
0.25584401,-0.52772610
0.25617801,-0.51002530
0.25651201,-0.52772610
0.25684601,-0.52772610
0.25718001,-0.52772610
0.25751401,-0.51002530
0.25784801,-0.51002530
0.25818201,-0.51002530
0.25851601,-0.52772610
0.25885001,-0.51002530
0.25918401,-0.51002530
0.25951801,-0.51002530
0.25985201,-0.51002530
0.26018601,-0.51002530
0.26052001,-0.51002530
0.26085401,-0.51002530
0.26118801,-0.51002530
0.26152201,-0.51002530
0.26185601,-0.51002530
0.26219001,-0.51002530
0.26252401,-0.51002530
0.26285801,-0.51002530
0.26319201,-0.51002530
0.26352601,-0.51002530
0.26386001,-0.51002530
0.26419401,-0.51002530
0.26452801,-0.51002530
0.26486201,-0.51002530
0.26519601,-0.51002530
0.26553001,-0.51002530
0.26586401,-0.51002530
0.26619801,-0.51002530
0.26653201,-0.49232460
0.26686601,-0.49232460
0.26720001,-0.51002530
0.26753401,-0.51002530
0.26786801,-0.49232460
0.26820201,-0.49232460
0.26853601,-0.49232460
0.26887001,-0.49232460
0.26920401,-0.49232460
0.26953801,-0.49232460
0.26987201,-0.51002530
0.27020601,-0.49232460
0.27054001,-0.49232460
0.27087401,-0.49232460
0.27120801,-0.49232460
0.27154201,-0.47462390
0.27187601,-0.49232460
0.27221001,-0.49232460
0.27254401,-0.49232460
0.27287801,-0.49232460
0.27321201,-0.49232460
0.27354601,-0.49232460
0.27388001,-0.49232460
0.27421401,-0.49232460
0.27454801,-0.47462390
0.27488201,-0.47462390
0.27521601,-0.47462390
0.27555001,-0.47462390
0.27588401,-0.47462390
0.27621801,-0.47462390
0.27655201,-0.47462390
0.27688601,-0.47462390
0.27722001,-0.47462390
0.27755401,-0.49232460
0.27788801,-0.47462390
0.27822201,-0.47462390
0.27855601,-0.47462390
0.27889001,-0.47462390
0.27922401,-0.47462390
0.27955801,-0.47462390
0.27989201,-0.47462390
0.28022601,-0.47462390
0.28056001,-0.47462390
0.28089401,-0.45692310
0.28122801,-0.47462390
0.28156201,-0.47462390
0.28189601,-0.47462390
0.28223001,-0.45692310
0.28256401,-0.45692310
0.28289801,-0.47462390
0.28323201,-0.47462390
0.28356601,-0.45692310
0.28390001,-0.47462390
0.28423401,-0.45692310
0.28456801,-0.45692310
0.28490201,-0.45692310
0.28523601,-0.45692310
0.28557001,-0.45692310
0.28590401,-0.47462390
0.28623801,-0.45692310
0.28657201,-0.45692310
0.28690601,-0.45692310
0.28724001,-0.45692310
0.28757401,-0.45692310
0.28790801,-0.45692310
0.28824201,-0.45692310
0.28857601,-0.45692310
0.28891001,-0.45692310
0.28924401,-0.45692310
0.28957801,-0.45692310
0.28991201,-0.45692310
0.29024601,-0.43922240
0.29058001,-0.45692310
0.29091401,-0.45692310
0.29124801,-0.45692310
0.29158201,-0.43922240
0.29191601,-0.45692310
0.29225001,-0.45692310
0.29258401,-0.45692310
0.29291801,-0.45692310
0.29325201,-0.43922240
0.29358601,-0.45692310
0.29392001,-0.45692310
0.29425401,-0.43922240
0.29458801,-0.43922240
0.29492201,-0.43922240
0.29525601,-0.43922240
0.29559001,-0.43922240
0.29592401,-0.43922240
0.29625801,-0.43922240
0.29659201,-0.43922240
0.29692601,-0.43922240
0.29726001,-0.43922240
0.29759401,-0.43922240
0.29792801,-0.43922240
0.29826201,-0.43922240
0.29859601,-0.43922240
0.29893001,-0.43922240
0.29926401,-0.43922240
0.29959801,-0.43922240
0.29993201,-0.43922240
0.30026601,-0.43922240
0.30060001,-0.43922240
0.30093401,-0.42152170
0.30126801,-0.43922240
0.30160201,-0.43922240
0.30193601,-0.43922240
0.30227001,-0.43922240
0.30260401,-0.42152170
0.30293801,-0.42152170
0.30327201,-0.42152170
0.30360601,-0.42152170
0.30394001,-0.42152170
0.30427401,-0.43922240
0.30460801,-0.42152170
0.30494201,-0.43922240
0.30527601,-0.43922240
0.30561001,-0.42152170
0.30594401,-0.42152170
0.30627801,-0.42152170
0.30661201,-0.42152170
0.30694601,-0.42152170
0.30728001,-0.42152170
0.30761401,-0.40382090
0.30794801,-0.42152170
0.30828201,-0.42152170
0.30861601,-0.42152170
0.30895001,-0.42152170
0.30928401,-0.42152170
0.30961801,-0.42152170
0.30995201,-0.40382090
0.31028601,-0.40382090
0.31062001,-0.42152170
0.31095401,-0.40382090
0.31128801,-0.42152170
0.31162201,-0.42152170
0.31195601,-0.42152170
0.31229001,-0.42152170
0.31262401,-0.40382090
0.31295801,-0.42152170
0.31329201,-0.40382090
0.31362601,-0.40382090
0.31396001,-0.40382090
0.31429401,-0.40382090
0.31462801,-0.40382090
0.31496201,-0.40382090
0.31529601,-0.40382090
0.31563001,-0.40382090
0.31596401,-0.40382090
0.31629801,-0.40382090
0.31663201,-0.40382090
0.31696601,-0.40382090
0.31730001,-0.40382090
0.31763401,-0.40382090
0.31796801,-0.40382090
0.31830201,-0.38612020
0.31863601,-0.38612020
0.31897001,-0.38612020
0.31930401,-0.38612020
0.31963801,-0.38612020
0.31997201,-0.38612020
0.32030601,-0.40382090
0.32064001,-0.40382090
0.32097401,-0.40382090
0.32130801,-0.38612020
0.32164201,-0.38612020
0.32197601,-0.38612020
0.32231001,-0.38612020
0.32264401,-0.38612020
0.32297801,-0.38612020
0.32331201,-0.38612020
0.32364601,-0.38612020
0.32398001,-0.38612020
0.32431401,-0.38612020
0.32464801,-0.38612020
0.32498201,-0.38612020
0.32531601,-0.38612020
0.32565001,-0.38612020
0.32598401,-0.38612020
0.32631801,-0.38612020
0.32665201,-0.38612020
0.32698601,-0.38612020
0.32732001,-0.38612020
0.32765401,-0.38612020
0.32798801,-0.38612020
0.32832201,-0.38612020
0.32865601,-0.38612020
0.32899001,-0.38612020
0.32932401,-0.38612020
0.32965801,-0.36841940
0.32999201,-0.36841940
0.33032601,-0.36841940
0.33066001,-0.38612020
0.33099401,-0.36841940
0.33132801,-0.36841940
0.33166201,-0.36841940
0.33199601,-0.38612020
0.33233001,-0.38612020
0.33266401,-0.36841940
0.33299801,-0.36841940
0.33333201,-0.36841940
0.33366601,-0.36841940
0.33400001,-0.36841940
0.33433401,-0.36841940
0.33466801,-0.36841940
0.33500201,-0.36841940
0.33533601,-0.36841940
0.33567001,-0.36841940
0.33600401,-0.36841940
0.33633801,-0.36841940
0.33667201,-0.36841940
0.33700601,-0.36841940
0.33734001,-0.36841940
0.33767401,-0.36841940
0.33800801,-0.36841940
0.33834201,-0.36841940
0.33867601,-0.36841940
0.33901001,-0.36841940
0.33934401,-0.36841940
0.33967801,-0.36841940
0.34001201,-0.36841940
0.34034601,-0.36841940
0.34068001,-0.36841940
0.34101401,-0.35071870
0.34134801,-0.35071870
0.34168201,-0.35071870
0.34201601,-0.35071870
0.34235001,-0.35071870
0.34268401,-0.35071870
0.34301801,-0.35071870
0.34335201,-0.35071870
0.34368601,-0.35071870
0.34402001,-0.35071870
0.34435401,-0.36841940
0.34468801,-0.35071870
0.34502201,-0.35071870
0.34535601,-0.35071870
0.34569001,-0.35071870
0.34602401,-0.35071870
0.34635801,-0.35071870
0.34669201,-0.35071870
0.34702601,-0.35071870
0.34736001,-0.35071870
0.34769401,-0.35071870
0.34802801,-0.33301800
0.34836201,-0.35071870
0.34869601,-0.35071870
0.34903001,-0.35071870
0.34936401,-0.33301800
0.34969801,-0.33301800
0.35003201,-0.33301800
0.35036601,-0.33301800
0.35070001,-0.33301800
0.35103401,-0.33301800
0.35136801,-0.33301800
0.35170201,-0.33301800
0.35203601,-0.33301800
0.35237001,-0.33301800
0.35270401,-0.33301800
0.35303801,-0.33301800
0.35337201,-0.31531720
0.35370601,-0.33301800
0.35404001,-0.31531720
0.35437401,-0.33301800
0.35470801,-0.31531720
0.35504201,-0.33301800
0.35537601,-0.31531720
0.35571001,-0.33301800
0.35604401,-0.33301800
0.35637801,-0.33301800
0.35671201,-0.33301800
0.35704601,-0.31531720
0.35738001,-0.33301800
0.35771401,-0.31531720
0.35804801,-0.31531720
0.35838201,-0.31531720
0.35871601,-0.33301800
0.35905001,-0.31531720
0.35938401,-0.31531720
