0.00000000,-0.07934812
0.01024000,-0.08819849
0.02048000,-0.08819849
0.03072000,-0.08819849
0.04096000,-0.07934812
0.05120000,-0.07934812
0.06144000,-0.07934812
0.07168000,-0.07052828
0.08192000,-0.07052828
0.09216000,-0.07052828
0.10240000,-0.05285806
0.11264000,-0.05285806
0.12288000,-0.03521836
0.13312000,-0.01757866
0.14336000,0.00006104
0.15360000,0.01773125
0.16384000,0.02655110
0.17408000,0.02655110
0.18432000,0.03540147
0.19456000,0.04422132
0.20480000,0.05304117
0.21504000,0.05304117
0.22528000,0.05304117
0.23552000,0.06189154
0.24576000,0.05304117
0.25600000,0.03540147
0.26624000,0.01773125
0.27648000,0.00006104
0.28672000,0.00006104
0.29696000,-0.00875881
0.30720000,-0.00875881
0.31744000,-0.00875881
0.32768000,0.00006104
0.33792000,0.00006104
0.34816000,0.00891141
0.35840000,0.02655110
0.36864000,0.04422132
0.37888000,0.05304117
0.38912000,0.07071139
0.39936000,0.07953124
0.40960000,0.08838160
0.41984000,0.09720145
0.43008000,0.10602130
0.44032000,0.11487170
0.45056000,0.11487170
0.46080000,0.11487170
0.47104000,0.10602130
0.48128000,0.09720145
0.49152000,0.08838160
0.50176000,0.07953124
0.51200000,0.07071139
0.52224000,0.07071139
0.53248000,0.06189154
0.54272000,0.04422132
0.55296000,0.03540147
0.56320000,0.03540147
0.57344000,0.02655110
0.58368000,0.02655110
0.59392000,0.02655110
0.60416000,0.03540147
0.61440000,0.04422132
0.62464000,0.04422132
0.63488000,0.05304117
0.64512000,0.05304117
0.65536000,0.05304117
0.66560000,0.06189154
0.67584000,0.06189154
0.68608000,0.06189154
0.69632000,0.07071139
0.70656000,0.07071139
0.71680000,0.06189154
0.72704000,0.06189154
0.73728000,0.06189154
0.74752000,0.06189154
0.75776000,0.06189154
0.76800000,0.06189154
0.77824000,0.06189154
0.78848000,0.06189154
0.79872000,0.05304117
0.80896000,0.04422132
0.81920000,0.03540147
0.82943999,0.02655110
0.83967999,0.02655110
0.84991999,0.01773125
0.86015999,0.02655110
0.87039999,0.02655110
0.88063999,0.02655110
0.89087999,0.03540147
0.90111999,0.03540147
0.91135999,0.04422132
0.92159999,0.03540147
0.93183999,0.05304117
0.94207999,0.04422132
